Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P13521	P13521	16	16	16	Secretogranin-2;Secretoneurin;Manserin	SCG2	sp|P13521|SCG2_HUMAN Secretogranin-2 OS=Homo sapiens OX=9606 GN=SCG2 PE=1 SV=2	1	16	16	16	24	24	24	70.94	617	617	3.55	5	8	13	13	8	6	0	101.68	390240	337400	307230	341290	477820	224640	493180	540850	366670	393810	521120	378510	191560	349820	390240	337400	307230	341290	477820	224640	493180	540850	366670	393810	521120	378510	191560	349820	53	53	50	53	54	50	55	55	54	55	55	53	44	53	1170400000	58				430	117;459;1189;1206;1985;2442;3334;4111;4307;4665;4878;5029;5432;5433;6174;6492	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	119;460;1202;1220;2028;2496;3403;4195;4391;4757;4975;5131;5536;5537;6280;6605	296;297;298;1174;1175;1176;1177;1178;1179;2991;2992;2993;2994;2995;3048;3049;3050;3051;3052;3053;5171;6282;8670;10618;10619;11090;11091;11092;11953;11954;11955;11956;11957;11958;12526;12527;12528;12912;12913;12914;12915;13849;13850;13851;13852;13853;15748;15749;15750;15751;16548;16549;16550	322;323;324;325;326;1259;1260;1261;1262;1263;1264;3213;3214;3215;3216;3217;3273;3274;3275;3276;3277;3278;5590;6786;9396;11508;11509;11510;12007;12008;12009;12948;12949;12950;12951;12952;12953;13575;13576;13577;13985;13986;13987;13988;15006;15007;15008;15009;15010;17075;17076;17077;17078;17079;17080;17962;17963;17964	322;1259;3217;3275;5590;6786;9396;11510;12009;12952;13576;13986;15008;15010;17076;17962	290;291	492;591	9606
P13591	P13591	10	10	10	Neural cell adhesion molecule 1	NCAM1	sp|P13591|NCAM1_HUMAN Neural cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=NCAM1 PE=1 SV=3	1	10	10	10	14.2	14.2	14.2	94.573	858	858	3.29	2	4	4	3	2	2	0	57.858	31880	139100	55561	82007	52325	191920	96735	72618	88470	88798	78825	64661	77287	36469	31880	139100	55561	82007	52325	191920	96735	72618	88470	88798	78825	64661	77287	36469	9	15	12	12	13	17	15	14	14	14	13	13	15	10	167400000	18				431	325;497;875;1002;1069;2376;2848;4499;4701;6878	True;True;True;True;True;True;True;True;True;True	325;498;876;1008;1079;2429;2911;4588;4793;6993	822;823;824;825;1262;2209;2551;2718;6128;7367;7368;7369;11535;12043;17520;17521;17522	885;886;887;888;889;1351;2368;2736;2921;6622;7933;7934;7935;12499;13044;19002;19003;19004	888;1351;2368;2736;2921;6622;7935;12499;13044;19004			9606
P13611	P13611	20	20	20	Versican core protein	VCAN	sp|P13611|CSPG2_HUMAN Versican core protein OS=Homo sapiens OX=9606 GN=VCAN PE=1 SV=3	1	20	20	20	6.2	6.2	6.2	372.82	3396	3396	3.28	8	17	9	9	5	10	0	253.8	808810	1085300	996650	652880	832980	1119800	1442600	1147300	769670	353350	757470	792260	1238900	634020	808810	1085300	996650	652880	832980	1119800	1442600	1147300	769670	353350	757470	792260	1238900	634020	63	61	61	61	59	62	63	58	56	54	60	60	62	59	3623800000	65				432	102;586;852;1514;2449;2480;3081;3218;3523;3526;3638;3771;3803;3990;4398;4525;6416;6652;6833;6952	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	104;589;853;1544;2503;2535;3146;3286;3593;3596;3711;3847;3880;4073;4479;4614;6528;6766;6948;7070	246;247;1482;1483;2172;3920;3921;3922;3923;3924;3925;6294;6295;6398;6399;6400;6401;6402;6403;7988;7989;7990;8354;9140;9144;9145;9425;9743;9744;9745;9746;9823;10316;10317;10318;10319;10320;10321;11325;11585;16372;16373;16374;16954;16955;16956;16957;16958;16959;17408;17409;17410;17411;17753;17754;17755;17756;17757	261;262;263;1585;1586;2330;4229;4230;4231;4232;4233;4234;6799;6800;6910;6911;6912;6913;6914;6915;8619;8620;8621;9038;9909;9913;9914;10217;10551;10552;10553;10554;10555;10638;11172;11173;11174;11175;11176;11177;11178;11179;11180;12275;12550;17773;17774;17775;18398;18399;18400;18401;18402;18403;18404;18405;18886;18887;18888;18889;19247;19248;19249;19250;19251	262;1585;2330;4230;6799;6914;8620;9038;9909;9913;10217;10555;10638;11176;12275;12550;17775;18404;18889;19250	292;293	133;3353	9606
P13637;Q13733;P20648	P13637	20;5;2	20;5;2	11;1;0	Sodium/potassium-transporting ATPase subunit alpha-3	ATP1A3	sp|P13637|AT1A3_HUMAN Sodium/potassium-transporting ATPase subunit alpha-3 OS=Homo sapiens OX=9606 GN=ATP1A3 PE=1 SV=3	3	20	20	11	20.5	20.5	9.3	111.75	1013	1013;1029;1035	3.43	3	14	8	10	6	6	0	231.29	515790	756670	585330	659650	510960	786690	306870	601040	683180	877090	896690	860920	1055600	689150	515790	756670	585330	659650	510960	786690	306870	601040	683180	877090	896690	860920	1055600	689150	39	42	40	40	39	43	41	40	42	40	41	40	40	38	1399100000	48				433	112;592;1023;1310;1440;2073;2107;2233;2769;3106;3963;4078;4461;4578;5053;5060;6251;6314;6459;6917	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	114;595;1029;1327;1467;2117;2118;2154;2282;2283;2830;3172;4046;4162;4548;4670;5155;5162;6360;6423;6572;7034	272;1489;2604;2605;2606;3363;3364;3717;3718;3719;3720;5391;5392;5393;5394;5458;5459;5772;5773;5774;7141;8050;8051;8052;10246;10247;10542;10543;11453;11454;11455;11733;12958;12959;12960;12961;12962;12977;12978;15968;15969;16133;16134;16475;17648;17649;17650	291;1593;2790;2791;2792;3637;3638;4017;4018;4019;4020;5834;5835;5836;5837;5904;5905;6248;6249;6250;7694;8689;8690;8691;11096;11097;11422;11423;12413;12414;12415;12708;14033;14034;14035;14036;14037;14053;14054;14055;17318;17319;17523;17524;17886;19135;19136;19137	291;1593;2791;3638;4019;5836;5904;6248;7694;8689;11097;11423;12413;12708;14036;14054;17318;17524;17886;19136	186;294;295;296	31;36;154;524	9606;9606;9606
P13639	P13639	6	6	6	Elongation factor 2	EEF2	sp|P13639|EF2_HUMAN Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4	1	6	6	6	8.2	8.2	8.2	95.337	858	858	3.88	1	2	4	3	3	3	0	142.08	71497	72622	55788	48049	50799	46451	79758	56532	44115	53243	50133	68270	50049	76444	71497	72622	55788	48049	50799	46451	79758	56532	44115	53243	50133	68270	50049	76444	18	17	18	16	16	15	18	17	16	16	16	18	17	17	65256000	19				434	648;1271;1730;2223;3116;6848	True;True;True;True;True;True	651;1288;1764;2270;3182;6963	1656;1657;1658;1659;1660;3214;4475;4476;4477;4478;5748;8089;8090;17452;17453;17454	1770;1771;1772;1773;1774;1775;3457;4829;4830;4831;4832;4833;6222;8730;8731;18933;18934;18935;18936	1770;3457;4830;6222;8731;18935			9606
P13667	P13667	4	4	4	Protein disulfide-isomerase A4	PDIA4	sp|P13667|PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2	1	4	4	4	7.8	7.8	7.8	72.932	645	645	2.57	2	2	1	1	1		0	20.7	21330	28611	18245	15623	14267	11717	25943	20138	20825	22244	22313	24233	24122	28315	21330	28611	18245	15623	14267	11717	25943	20138	20825	22244	22313	24233	24122	28315	7	5	7	6	4	4	5	5	6	5	7	5	7	6	25985000	7				435	3280;4369;4840;6349	True;True;True;True	3348;4452;4937;6459	8529;8530;11262;11263;12419;16207;16208	9238;9239;12202;12203;13461;17598;17599	9239;12203;13461;17599	297	583	9606
P13693;Q9HAU6	P13693;Q9HAU6	2;1	2;1	2;1	Translationally-controlled tumor protein;Putative translationally-controlled tumor protein-like protein TPT1P8	TPT1;TPT1P8	sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;sp|Q9HAU6|TCTP8_HUMAN Putative translationally-controlled tumor protein-like protein TPT1P8 OS=Homo sapiens OX=9606 GN=TPT1P8 PE=5 SV=2	2	2	2	2	12.8	12.8	12.8	19.595	172	172;139	5.14				2	2	3	0	18.612	67884	44784	75296	64324	55647	66564	54458	64618	62404	35401	57227	64224	75942	68841	67884	44784	75296	64324	55647	66564	54458	64618	62404	35401	57227	64224	75942	68841	7	7	7	7	7	7	7	7	7	7	7	7	7	7	65499000	7				436	1125;3840	True;True	1135;3920	2840;2841;2842;2843;2844;2845;9944	3049;3050;3051;3052;3053;3054;10768	3054;10768	298	13	9606;9606
P13716	P13716	1	1	1	Delta-aminolevulinic acid dehydratase	ALAD	sp|P13716|HEM2_HUMAN Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1	1	1	1	1	5.8	5.8	5.8	36.294	330	330	4.5				1	1		0	3.8719	943.11	2609.8	1191.8	901.7	741.93	1510.2	0	1759	0	795.47	0	0	0	1429.7	943.11	2609.8	1191.8	901.7	741.93	1510.2	0	1759	0	795.47	0	0	0	1429.7	1	2	1	1	1	1	0	1	0	1	0	0	0	1	1581600	2				437	2983	True	3048	7725;7726	8332;8333	8333			9606
P13796	P13796	2	1	1	Plastin-2	LCP1	sp|P13796|PLSL_HUMAN Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6	1	2	1	1	4.3	2.2	2.2	70.288	627	627	2.5		1	1				0	12.182	1105.3	1109.7	0	0	0	0	1082.7	0	0	0	0	916.55	0	1071.7	1105.3	1109.7	0	0	0	0	1082.7	0	0	0	0	916.55	0	1071.7	1	1	0	0	0	0	1	0	0	0	0	1	0	1	430020	2				438	4412;6732	False;True	4494;6847	11351;17151;17152	12301;18612;18613	12301;18612	299	166	9606
P13797	P13797	3	3	2	Plastin-3	PLS3	sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4	1	3	3	2	5.6	5.6	3.5	70.81	630	630	3	1		1		1		0	7.4244	4147.2	7348.4	7109.6	6169.2	5919.3	5569	5867.2	8550.6	6387	7702.2	7804	6681.1	8476.9	4642.6	4147.2	7348.4	7109.6	6169.2	5919.3	5569	5867.2	8550.6	6387	7702.2	7804	6681.1	8476.9	4642.6	2	2	2	2	2	1	2	2	2	2	2	2	2	2	6396600	3				439	532;1478;4412	True;True;True	534;1507;4494	1348;3842;11351	1440;4147;12301	1440;4147;12301	299;300	46;169	9606
P13798	P13798	5	5	5	Acylamino-acid-releasing enzyme	APEH	sp|P13798|ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4	1	5	5	5	7.5	7.5	7.5	81.224	732	732	3.67	1		3	2	3		0	18.89	9675.2	12871	13572	14606	9066.8	10521	7586.2	10181	8030.5	6160.2	9271.5	17051	16522	7984.4	9675.2	12871	13572	14606	9066.8	10521	7586.2	10181	8030.5	6160.2	9271.5	17051	16522	7984.4	6	5	5	6	5	5	5	6	4	4	5	6	6	4	11183000	9				440	339;441;4759;5008;5397	True;True;True;True;True	339;442;4854;5109;5502	862;863;864;1122;12192;12864;12865;12866;13764	929;930;931;1205;13209;13935;13936;13937;14912	931;1205;13209;13937;14912			9606
P13804	P13804	4	4	4	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1	1	4	4	4	15.3	15.3	15.3	35.079	333	333	3	1	1	2	1	1		0	323.31	23975	22433	18979	16394	17442	12898	16002	22751	14730	11805	14972	27585	17999	20902	23975	22433	18979	16394	17442	12898	16002	22751	14730	11805	14972	27585	17999	20902	4	4	4	4	4	4	3	4	4	3	3	4	4	4	40212000	6				441	703;3075;5325;6726	True;True;True;True	704;3140;5433;6841	1789;1790;1791;7978;13577;17137	1928;1929;1930;8609;14718;18596	1928;8609;14718;18596			9606
P13861	P13861	1	1	1	cAMP-dependent protein kinase type II-alpha regulatory subunit	PRKAR2A	sp|P13861|KAP2_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2	1	1	1	1	5	5	5	45.518	404	404	6						1	0	6.1593	1437.5	2163	2408.6	2267	3051.2	1933.3	1885.9	2370.5	2412.6	4854.2	1630.4	1473	2694.8	2113.7	1437.5	2163	2408.6	2267	3051.2	1933.3	1885.9	2370.5	2412.6	4854.2	1630.4	1473	2694.8	2113.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1				442	132	True	133	339	369	369			9606
P13987	P13987	2	2	2	CD59 glycoprotein	CD59	sp|P13987|CD59_HUMAN CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1	1	2	2	2	15.6	15.6	15.6	14.177	128	128	2.5	1			1			0	5.2223	34050	85925	46211	37360	44456	62286	69987	39335	52141	81146	75179	70591	99804	62531	34050	85925	46211	37360	44456	62286	69987	39335	52141	81146	75179	70591	99804	62531	2	2	2	2	2	2	2	2	2	2	2	2	2	2	93969000	2				443	345;2366	True;True	345;2419	876;6096	945;6590	945;6590			9606
P14136;P78386;P78385;CON__Q61726;CON__Q6NT21;CON__P78385;CON__P78386	P14136	33;2;2;2;2;2;2	33;2;2;2;2;2;2	30;0;0;0;0;0;0	Glial fibrillary acidic protein	GFAP	sp|P14136|GFAP_HUMAN Glial fibrillary acidic protein OS=Homo sapiens OX=9606 GN=GFAP PE=1 SV=1	7	33	33	30	63	63	59	49.88	432	432;507;493;479;493;493;507	3.69	17	28	27	27	29	28	0	323.31	1078600	2418300	2158500	813190	2208600	944050	15499000	1696800	1427200	2906500	1607300	1015700	777410	1797800	1078600	2418300	2158500	813190	2208600	944050	15499000	1696800	1427200	2906500	1607300	1015700	777410	1797800	146	158	159	147	159	136	169	158	154	157	154	137	131	151	23281000000	169				444	253;413;1167;1400;1923;2212;2317;2332;2407;3067;3164;3165;3203;3332;3369;3370;3651;3725;3814;3824;3825;3834;3835;3873;4021;4127;4719;4866;4936;5194;5856;6143;6616	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	251;252;253;414;1179;1423;1964;2259;2370;2385;2460;3133;3231;3232;3270;3401;3439;3440;3724;3800;3893;3904;3905;3914;3915;3954;4104;4211;4811;4963;5036;5301;5953;5954;6248;6730	670;671;672;673;674;675;676;677;678;679;1060;1061;1062;1063;1064;1065;2939;2940;2941;2942;2943;3617;3618;3619;3620;3621;5019;5020;5021;5022;5023;5728;5729;5730;5731;5732;5733;5972;5973;5974;5975;5976;5977;5978;5979;5980;6005;6006;6007;6008;6009;6193;6194;6195;6196;7963;7964;7965;8226;8227;8228;8309;8310;8311;8312;8313;8314;8665;8666;8667;8668;8758;8759;8760;8761;8762;8763;8764;9449;9450;9451;9452;9608;9609;9610;9611;9612;9613;9614;9866;9867;9868;9869;9870;9871;9872;9873;9874;9910;9911;9912;9913;9914;9931;9932;9933;9934;9935;9936;10027;10028;10029;10030;10031;10380;10381;10658;10659;10660;10661;10662;10663;10664;10665;12091;12092;12093;12094;12095;12096;12494;12495;12496;12497;12656;13278;14895;14896;14897;14898;14899;14900;14901;14902;14903;14904;14905;14906;14907;14908;14909;14910;14911;14912;15668;16877	722;723;724;725;726;727;728;729;730;731;1140;1141;1142;1143;1144;1145;1146;1147;3153;3154;3155;3156;3157;3902;3903;3904;3905;3906;5425;5426;5427;5428;5429;6201;6202;6203;6204;6205;6206;6460;6461;6462;6463;6464;6465;6466;6467;6468;6493;6494;6495;6496;6497;6498;6691;6692;6693;6694;8594;8595;8596;8887;8888;8889;8988;8989;8990;8991;8992;8993;8994;9391;9392;9393;9394;9488;9489;9490;9491;9492;9493;9494;10241;10242;10243;10244;10407;10408;10409;10410;10411;10412;10413;10414;10684;10685;10686;10687;10688;10689;10690;10691;10692;10731;10732;10733;10734;10735;10736;10754;10755;10756;10757;10758;10759;10859;10860;10861;10862;10863;11244;11245;11550;11551;11552;11553;11554;11555;11556;11557;11558;13094;13095;13096;13097;13098;13099;13100;13543;13544;13545;13546;13712;14403;16122;16123;16124;16125;16126;16127;16128;16129;16130;16131;16132;16133;16134;16135;16136;16137;16138;16139;16140;16141;16142;16143;16144;16991;18316	728;1146;3156;3902;5427;6205;6460;6496;6691;8596;8887;8889;8993;9393;9490;9494;10241;10412;10690;10731;10736;10758;10759;10863;11244;11551;13096;13545;13712;14403;16137;16991;18316	301;302;303;304	20;21;73;74	9606;9606;9606;-1;-1;-1;-1
P14174	P14174	2	2	2	Macrophage migration inhibitory factor	MIF	sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4	1	2	2	2	13.9	13.9	13.9	12.476	115	115	2.67		1	2				0	4.3748	9760.2	6173.6	9770.4	4681.7	5805.6	2058.9	2720.1	5736.6	2456.7	2419.6	2657.6	6436.1	5856.9	8009.4	9760.2	6173.6	9770.4	4681.7	5805.6	2058.9	2720.1	5736.6	2456.7	2419.6	2657.6	6436.1	5856.9	8009.4	2	1	3	2	2	1	1	2	1	1	1	1	2	2	52904000	3				445	3359;3995	True;True	3429;4078	8733;10329;10330	9461;11188;11189	9461;11188			9606
P14314	P14314	9	9	9	Glucosidase 2 subunit beta	PRKCSH	sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2	1	9	9	9	20.8	20.8	20.8	59.425	528	528	3.29	1	4	4	6	1	1	0	61.005	90020	54869	83544	106800	72223	96409	205690	93474	105430	51786	127360	84610	85332	86559	90020	54869	83544	106800	72223	96409	205690	93474	105430	51786	127360	84610	85332	86559	14	12	14	15	14	14	16	14	15	12	17	14	15	14	118110000	17				446	623;1584;2140;2201;3419;4335;4448;5339;5517	True;True;True;True;True;True;True;True;True	626;1616;2187;2248;3489;4419;4536;5447;5621	1584;1585;1586;1587;4097;5542;5543;5698;8900;11163;11164;11433;13612;13613;14077;14078;14079	1694;1695;1696;1697;4416;5992;5993;6170;9656;12085;12086;12391;14753;14754;15254;15255;15256	1696;4416;5992;6170;9656;12085;12391;14754;15255	305;306;307;308	130;175;356;490	9606
P14317	P14317	1	1	1	Hematopoietic lineage cell-specific protein	HCLS1	sp|P14317|HCLS1_HUMAN Hematopoietic lineage cell-specific protein OS=Homo sapiens OX=9606 GN=HCLS1 PE=1 SV=3	1	1	1	1	4.7	4.7	4.7	54.013	486	486	3			1				0	7.8385	4110.2	0	5368	7344.8	3756	4743.5	7127.7	3905.7	5857.6	2708.5	4423.5	1903	3832.7	9193.5	4110.2	0	5368	7344.8	3756	4743.5	7127.7	3905.7	5857.6	2708.5	4423.5	1903	3832.7	9193.5	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1051100	1				447	5190	True	5297	13272	14397	14397	309	285	9606
P14415	P14415	3	3	3	Sodium/potassium-transporting ATPase subunit beta-2	ATP1B2	sp|P14415|AT1B2_HUMAN Sodium/potassium-transporting ATPase subunit beta-2 OS=Homo sapiens OX=9606 GN=ATP1B2 PE=1 SV=3	1	3	3	3	10	10	10	33.367	290	290	5			1		3	2	0	15.88	87722	103820	110260	76389	118350	68211	43275	79512	59581	45377	46708	85479	112440	74379	87722	103820	110260	76389	118350	68211	43275	79512	59581	45377	46708	85479	112440	74379	5	5	4	5	5	6	4	6	4	5	4	5	5	5	394200000	7				448	2415;3441;3442	True;True;True	2468;3511;3512	6225;8945;8946;8947;8948;8949	6725;6726;9703;9704;9705;9706;9707	6726;9703;9704			9606
P14550	P14550	2	2	2	Alcohol dehydrogenase [NADP(+)]	AKR1A1	sp|P14550|AK1A1_HUMAN Alcohol dehydrogenase [NADP(+)] OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3	1	2	2	2	8.3	8.3	8.3	36.573	325	325	2.67		1	2				0	8.2526	3491.2	2992.9	4708.2	2443.5	5619.4	1580.6	5865.8	4717.6	779.4	0	0	3313.7	2257.7	7380.3	3491.2	2992.9	4708.2	2443.5	5619.4	1580.6	5865.8	4717.6	779.4	0	0	3313.7	2257.7	7380.3	2	2	3	2	2	2	2	2	1	0	0	2	2	2	1230900	3				449	2841;6382	True;True	2904;6493	7348;7349;16292	7914;7915;17686	7914;17686	310	286	9606
P14618;P30613	P14618	17;1	17;1	17;1	Pyruvate kinase PKM	PKM	sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4	2	17	17	17	38.4	38.4	38.4	57.936	531	531;574	3.64	5	9	13	17	10	7	0	180.59	389720	1108300	585880	536010	461040	708630	410900	411000	479470	596760	498280	450510	704590	310220	389720	1108300	585880	536010	461040	708630	410900	411000	479470	596760	498280	450510	704590	310220	56	65	64	59	59	60	52	52	57	55	58	59	61	48	1019400000	65				450	234;849;1181;1412;1413;2344;2600;2625;3011;3111;3326;3538;3801;4615;5077;5885;6536	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	232;850;1194;1437;1438;2397;2659;2685;3077;3177;3395;3608;3878;4707;5180;5984;6649	618;2165;2973;3653;3654;3655;3656;6037;6038;6039;6701;6702;6703;6704;6705;6770;6771;6772;6773;6774;7808;7809;7810;7811;7812;7813;8064;8065;8066;8067;8068;8069;8651;8652;8653;8654;8655;9169;9170;9171;9172;9816;9817;9818;9819;11823;11824;11825;13011;13012;13013;13014;13015;13016;13017;13018;13019;13020;14999;15000;16670	667;2322;3190;3947;3948;3949;3950;6526;6527;6528;7230;7231;7232;7233;7234;7235;7302;7303;7304;7305;7306;8427;8428;8429;8430;8431;8432;8704;8705;8706;8707;8708;8709;8710;9377;9378;9379;9380;9381;9938;9939;9940;9941;10630;10631;10632;10633;10634;12804;12805;12806;14088;14089;14090;14091;14092;14093;14094;14095;14096;14097;14098;16239;16240;18089	667;2322;3190;3949;3950;6526;7232;7305;8431;8704;9377;9939;10633;12805;14094;16239;18089	311;312;313;314	149;291;360;494	9606;9606
P14621	P14621	8	8	7	Acylphosphatase-2	ACYP2	sp|P14621|ACYP2_HUMAN Acylphosphatase-2 OS=Homo sapiens OX=9606 GN=ACYP2 PE=1 SV=2	1	8	8	7	67.7	67.7	60.6	11.139	99	99	3.56	2	6	6	3	3	5	0	159.96	235960	315620	219090	175070	238310	160840	213070	242590	158680	114020	157110	239190	251720	232680	235960	315620	219090	175070	238310	160840	213070	242590	158680	114020	157110	239190	251720	232680	23	24	23	23	24	23	23	22	23	22	25	22	22	23	1733900000	26				451	3088;3876;4487;5745;5788;6087;6427;6594	True;True;True;True;True;True;True;True	3153;3957;4575;4576;5889;6192;6539;6708	8004;8005;8006;8007;8008;8009;10035;10036;10037;10038;10039;11515;11516;11517;14718;14719;14720;14721;14722;14723;14724;15503;16395;16396;16822	8636;8637;8638;8639;8640;8641;10867;10868;10869;10870;10871;12479;12480;12481;15931;15932;15933;15934;15935;15936;15937;15938;16782;17797;17798;18259	8641;10870;12481;15938;16782;17797;18259			9606
P14625;Q58FF3	P14625	7;1	6;1	6;1	Endoplasmin	HSP90B1	sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1	2	7	6	6	9.5	8	8	92.468	803	803;399	3.71	1	1	1	1	2	1	0	12.38	26664	16157	34040	27487	22174	22173	58773	16265	24209	11013	17389	22324	22422	23570	26664	16157	34040	27487	22174	22173	58773	16265	24209	11013	17389	22324	22422	23570	4	5	6	6	5	6	7	3	5	5	4	4	6	5	30810000	7				452	1073;1429;1901;2246;3119;3935;5471	True;True;False;True;True;True;True	1083;1455;1939;2297;3185;4018;5575	2729;3690;4951;4952;4953;5814;8093;10189;10190;13958	2932;3987;5352;5353;5354;6293;8734;11034;11035;15125	2932;3987;5353;6293;8734;11035;15125			9606;9606
P14649	P14649	5	5	4	Myosin light chain 6B	MYL6B	sp|P14649|MYL6B_HUMAN Myosin light chain 6B OS=Homo sapiens OX=9606 GN=MYL6B PE=1 SV=1	1	5	5	4	26	26	19.7	22.764	208	208	2.4	3	3	2	1	1		0	112.18	63438	72204	59202	57030	73122	52728	105450	74040	72192	74239	90353	86920	78711	79751	63438	72204	59202	57030	73122	52728	105450	74040	72192	74239	90353	86920	78711	79751	10	11	9	10	10	9	10	10	11	10	11	10	10	10	86306000	11				453	257;467;2962;6129;6709	True;True;True;True;True	257;468;3027;6234;6824	684;685;1190;1191;1192;7679;7680;15633;15634;17094	736;737;1275;1276;1277;1278;8286;8287;16954;16955;18552	737;1278;8287;16954;18552			9606
P14678;P63162	P14678;P63162	1;1	1;1	1;1	Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N	SNRPB;SNRPN	sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2;sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1	2	1	1	1	6.2	6.2	6.2	24.61	240	240;240	2		1					0	13.994	7516.3	5280.5	7252.2	5289.3	6343.9	4039.1	8144.9	7415.6	3135.7	3161.1	6813.9	3986.3	9992	11050	7516.3	5280.5	7252.2	5289.3	6343.9	4039.1	8144.9	7415.6	3135.7	3161.1	6813.9	3986.3	9992	11050	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6116100	1				454	2673	True	2733	6901	7437	7437	315	80	9606;9606
